date,month,year,quarter,category,description,amount,type,payment_method,notes
2024-08-06,2024-08,2024,Q3,Food,Supermarket,137.99,Expense,Bank Transfer,
2023-10-09,2023-10,2023,Q4,Food,Restaurant,224.84,Expense,Digital Wallet,
2023-09-02,2023-09,2023,Q3,Shopping,Electronics,406.54,Expense,Credit Card,
2023-10-25,2023-10,2023,Q4,Transport,Uber/Grab,446.8,Expense,Bank Transfer,
2024-02-04,2024-02,2024,Q1,Shopping,Electronics,59.74,Expense,Debit Card,
2023-01-01,2023-01,2023,Q1,Shopping,Electronics,187.56,Expense,Cash,
2024-04-14,2024-04,2024,Q2,Housing,Maintenance,2114.21,Expense,Debit Card,
2023-08-12,2023-08,2023,Q3,Food,Restaurant,1130.3536084601067,Expense,Cash,
2023-06-03,2023-06,2023,Q2,Education,Workshop,529.14,Expense,Credit Card,
2023-01-03,2023-01,2023,Q1,Healthcare,Pharmacy,597.09,Expense,Cash,
2023-04-15,2023-04,2023,Q2,Housing,Monthly Rent,1721.48,Expense,Digital Wallet,
2023-09-27,2023-09,2023,Q3,Housing,Maintenance,810.05,Expense,Cash,
2024-01-25,2024-01,2024,Q1,Education,,859.72,Expense,Bank Transfer,
2023-01-19,2023-01,2023,Q1,Education,Workshop,849.48,Expense,Credit Card,
2023-09-23,2023-08,2023,Q3,Income,Freelance Payment,1441.78,Income,Bank Transfer,
2023-04-26,2023-04,2023,Q2,Education,Books,479.11,Expense,Digital Wallet,
2023-03-04,2023-03,2023,Q1,Utilities,Internet,133.96,Expense,Bank Transfer,
2024-08-05,2024-08,2024,Q3,Food,Restaurant,93.59,Expense,Credit Card,
2023-11-08,2023-11,2023,Q4,Food,Grocery Store,16.99,Expense,Debit Card,
2024-08-11,2024-08,2024,Q3,Utilities,Internet,288.31,Expense,Bank Transfer,
2023-12-14,2023-12,2023,Q4,Other,Subscription,283.77,Expense,Bank Transfer,
2024-06-13,2024-06,2024,Q2,Transport,Gas Station,387.37,Expense,Credit Card,
2024-01-26,2024-01,2024,Q1,Travel,Hotel,1764.25,Expense,Bank Transfer,
2024-11-06,2024-11,2024,Q4,Food,Restaurant,61.09,Expense,Credit Card,
2023-10-11,2023-10,2023,Q4,Other,Miscellaneous,160.68,Expense,Debit Card,
2024-12-24,2024-12,2024,Q4,Housing,Maintenance,514.45,Expense,Cash,
2024-12-18,2024-12,2024,Q4,Food,Coffee Shop,97.93,Expense,Cash,
2024-11-19,2024-11,2024,Q4,Housing,Maintenance,1328.94,Expense,Credit Card,
2023-06-28,2023-06,2023,Q2,Education,Training,300.15,Expense,Bank Transfer,
2023-05-30,2023-05,2023,Q2,Other,Miscellaneous,63.6,Expense,Cash,
2023-08-01,2023-08,2023,Q3,Housing,Maintenance,1750.92,Expense,Bank Transfer,
2023-06-02,2023-06,2023,Q2,Utilities,Phone Bill,33.21,Expense,Debit Card,
2024-05-11,2024-05,2024,Q2,Housing,Property Tax,1536.34,Expense,Cash,
2024-02-16,2024-02,2024,Q1,Travel,Tour Package,583.75,Expense,Cash,
2024-07-09,2024-07,2024,Q3,Food,Grocery Store,69.22,Expense,Cash,
2023-07-24,2023-07,2023,Q3,Transport,Car Insurance,57.09,Expense,Bank Transfer,
2023-09-29,2023-09,2023,Q3,Entertainment,Cinema,145.8,Expense,Cash,
2023-10-16,2023-10,2023,Q4,Education,Online Course,252.12,Expense,Debit Card,
2024-03-29,2024-03,2024,Q1,Other,Bank Fee,117.84,Expense,Cash,
2024-07-29,2024-07,2024,Q3,Food,Restaurant,38.62,Expense,Bank Transfer,
2024-02-07,2024-02,2024,Q1,Travel,Tour Package,1542.37,Expense,Bank Transfer,
2024-10-18,2024-10,2024,Q4,Food,Food Delivery,236.77,Expense,Cash,
2024-03-23,2024-03,2024,Q1,Food,Food Delivery,100.17,Expense,Cash,
2023-04-17,2023-04,2023,Q2,Entertainment,Spotify,113.15,Expense,Cash,
2024-09-12,2024-09,2024,Q3,Food,Coffee Shop,44.4,Expense,Bank Transfer,
2024-02-25,2024-02,2024,Q1,Income,Monthly Salary,5181.859999076666,Income,Bank Transfer,
2024-05-08,2024-05,2024,Q2,Travel,Hotel,2412.04,Expense,Bank Transfer,
2023-12-21,2023-12,2023,Q4,Housing,Property Tax,1823.43,Expense,Debit Card,
2023-02-06,2023-02,2023,Q1,Other,Donation,400.12,Expense,Cash,
2023-07-08,2023-07,2023,Q3,Entertainment,Games,153.59,Expense,Debit Card,
2023-10-11,2023-10,2023,Q4,Other,ATM Withdrawal,393.92,Expense,Debit Card,
2023-01-13,2023-01,2023,Q1,Travel,Flight Ticket,825.23,Expense,Debit Card,
2023-04-12,2023-04,2023,Q2,Travel,Hotel,1657.67,Expense,Digital Wallet,
2024-07-23,2024-07,2024,Q3,Housing,Property Tax,519.16,Expense,Bank Transfer,
2024-02-10,2024-02,2024,Q1,Other,Donation,189.93,Expense,Credit Card,
2023-09-20,2023-09,2023,Q3,Transport,Uber/Grab,12.57,Expense,Debit Card,
2024-04-09,2024-04,2024,Q2,Transport,Car Insurance,445.16,Expense,Bank Transfer,
2024-06-24,2024-06,2024,Q2,Income,Monthly Salary,5225.220187272289,Income,Bank Transfer,
2023-02-14,2023-02,2023,Q1,Shopping,Clothing Store,104.34,Expense,Cash,
2024-10-27,2024-10,2024,Q4,Housing,Home Insurance,2361.65,Expense,Debit Card,
2023-05-11,2023-05,2023,Q2,Transport,Car Insurance,137.6,Expense,Cash,
2024-04-10,2024-04,2024,Q2,Food,Coffee Shop,81.75,Expense,Cash,
2023-12-31,2023-12,2023,Q4,Food,Grocery Store,128.76,Expense,Cash,
2024-10-27,2024-10,2024,Q4,Housing,Monthly Rent,1354.23,Expense,Cash,
2023-11-06,2023-11,2023,Q4,Shopping,Clothing Store,406.79,Expense,Digital Wallet,
2024-10-26,2024-10,2024,Q4,Shopping,Home Goods,283.92,Expense,Credit Card,
2024-11-22,2024-11,2024,Q4,Housing,Property Tax,553.44,Expense,Bank Transfer,
2023-09-02,2023-09,2023,Q3,Other,Donation,435.45,Expense,Bank Transfer,
2023-05-11,2023-05,2023,Q2,Travel,Airbnb,1485.07,Expense,Debit Card,
2024-01-07,2024-01,2024,Q1,Housing,Maintenance,602.32,Expense,Cash,
2023-06-21,2023-06,2023,Q2,Other,ATM Withdrawal,227.27,Expense,Debit Card,
2023-11-03,2023-11,2023,Q4,Utilities,Internet,127.25,Expense,Cash,
2023-01-01,2023-01,2023,Q1,Housing,Monthly Rent,1324.68,Expense,Digital Wallet,
2023-01-05,2023-01,2023,Q1,Shopping,,401.25,Expense,Digital Wallet,
2023-05-29,2023-05,2023,Q2,Transport,Public Transit,344.54,Expense,Bank Transfer,
2024-05-08,2024-05,2024,Q2,Food,Grocery Store,118.41,Expense,Digital Wallet,
2023-11-26,2023-11,2023,Q4,Food,Food Delivery,236.8,Expense,Bank Transfer,
2024-04-20,2024-04,2024,Q2,Housing,Property Tax,2334.27,Expense,Bank Transfer,
2024-12-25,2024-12,2024,Q4,Healthcare,Pharmacy,682.49,Expense,Bank Transfer,
2023-04-13,2023-04,2023,Q2,Housing,Monthly Rent,1633.19,Expense,Digital Wallet,
2024-11-27,2024-11,2024,Q4,Housing,Monthly Rent,529.12,Expense,Debit Card,
2023-01-15,2023-01,2023,Q1,Travel,Airbnb,2619.38,Expense,Credit Card,
2024-06-20,2024-06,2024,Q2,Housing,Property Tax,1398.8,Expense,Digital Wallet,
2024-03-19,2024-03,2024,Q1,Food,Restaurant,135.21,Expense,Bank Transfer,
2023-12-16,2023-12,2023,Q4,Healthcare,Health Insurance,1752.979930662398,Expense,Digital Wallet,
2023-11-10,2023-11,2023,Q4,Food,Restaurant,35.3,Expense,Credit Card,
2024-06-27,2024-06,2024,Q2,Transport,Car Insurance,117.04,Expense,Digital Wallet,
2023-12-06,2023-12,2023,Q4,Transport,Public Transit,392.61,Expense,Credit Card,
2024-05-19,2024-05,2024,Q2,Utilities,Phone Bill,208.49,Expense,Debit Card,
2023-11-03,2023-11,2023,Q4,Education,Training,555.72,Expense,Credit Card,
2024-06-29,2024-06,2024,Q2,Utilities,Phone Bill,182.8,Expense,Cash,
2023-05-01,2023-05,2023,Q2,Food,Supermarket,6.35,Expense,Credit Card,
2023-01-13,2023-01,2023,Q1,Healthcare,Lab Tests,478.49,Expense,Credit Card,
2023-06-11,2023-06,2023,Q2,Shopping,Clothing Store,181.31,Expense,Cash,
2023-10-08,2023-10,2023,Q4,Food,Coffee Shop,107.9,Expense,Credit Card,
2023-01-24,2023-01,2023,Q1,Other,ATM Withdrawal,209.92,Expense,Debit Card,
2023-02-23,2023-02,2023,Q1,Shopping,Clothing Store,80.45,Expense,Debit Card,
2023-06-15,2023-06,2023,Q2,Healthcare,Health Insurance,393.48,Expense,Credit Card,
2023-01-30,2023-01,2023,Q1,Food,Grocery Store,272.5,Expense,Cash,
2024-07-16,2024-07,2024,Q3,Utilities,Water Bill,64.67,Expense,Cash,
2023-04-12,2023-04,2023,Q2,Transport,Public Transit,475.77,Expense,Digital Wallet,
2023-02-27,2023-02,2023,Q1,Entertainment,Spotify,56.97,Expense,Digital Wallet,
2024-03-21,2024-03,2024,Q1,Food,Grocery Store,249.48,Expense,Debit Card,
2024-07-04,2024-07,2024,Q3,Food,Restaurant,144.0,Expense,Debit Card,
2023-02-08,2023-02,2023,Q1,Food,Food Delivery,113.14,Expense,Cash,
2024-07-10,2024-07,2024,Q3,Other,Bank Fee,499.21,Expense,Credit Card,
2024-01-07,2024-01,2024,Q1,Food,Grocery Store,59.35,Expense,Credit Card,
2023-01-23,2023-01,2023,Q1,Food,Supermarket,295.54,Expense,Digital Wallet,
2024-09-16,2024-09,2024,Q3,Housing,Mortgage Payment,2268.47,Expense,Credit Card,
2023-09-16,2023-09,2023,Q3,Other,Donation,348.03,Expense,Bank Transfer,
2024-03-20,2024-03,2024,Q1,Food,Grocery Store,123.49,Expense,Bank Transfer,
2024-07-17,2024-07,2024,Q3,Travel,Flight Ticket,2478.77,Expense,Cash,
2024-06-17,2024-06,2024,Q2,Housing,Home Insurance,2066.45,Expense,Bank Transfer,
2024-02-16,2024-02,2024,Q1,Transport,Gas Station,312.94,Expense,Bank Transfer,
2023-09-19,2023-09,2023,Q3,Food,Coffee Shop,283.87,Expense,Cash,
2024-07-12,2024-07,2024,Q3,Food,Coffee Shop,69.86,Expense,Debit Card,
2023-10-24,2023-10,2023,Q4,Food,Grocery Store,225.96,Expense,Credit Card,
2023-08-11,2023-08,2023,Q3,Utilities,Electricity Bill,138.61,Expense,Debit Card,
2024-06-22,2024-06,2024,Q2,Entertainment,Games,121.18,Expense,Digital Wallet,
2024-09-21,2024-09,2024,Q3,Food,Coffee Shop,47.36,Expense,Debit Card,
2024-02-09,2024-02,2024,Q1,Housing,Monthly Rent,2030.55,Expense,,
2024-04-27,2024-04,2024,Q2,Travel,Travel Insurance,2487.27,Expense,Cash,
2023-02-01,2023-02,2023,Q1,Healthcare,Pharmacy,515.62,Expense,Cash,
2024-04-02,2024-04,2024,Q2,Other,Bank Fee,8.38,Expense,Cash,
2023-02-17,2023-02,2023,Q1,Food,Supermarket,105.4,Expense,Cash,
2023-11-26,2023-11,2023,Q4,Utilities,,122.89,Expense,Cash,
2023-12-29,2023-12,2023,Q4,Food,Coffee Shop,187.84,Expense,Bank Transfer,
2023-04-02,2023-04,2023,Q2,Food,Grocery Store,289.69,Expense,Debit Card,
2023-05-14,2023-05,2023,Q2,Entertainment,Games,28.4,Expense,Digital Wallet,
2023-12-06,2023-12,2023,Q4,Transport,Car Insurance,261.2,Expense,Cash,
2023-06-20,2023-06,2023,Q2,Other,Subscription,463.55,Expense,Bank Transfer,
2023-09-12,2023-09,2023,Q3,Other,Bank Fee,1866.6279515006902,Expense,Credit Card,
2024-08-10,2024-08,2024,Q3,Housing,Property Tax,678.01,Expense,Debit Card,
2024-02-07,2024-02,2024,Q1,Travel,Airbnb,2587.18,Expense,Cash,
2023-03-27,2023-03,2023,Q1,Shopping,Electronics,327.22,Expense,Credit Card,
2024-05-25,2024-05,2024,Q2,Food,Grocery Store,276.52,Expense,Cash,
2023-02-25,2023-02,2023,Q1,Housing,Maintenance,1568.27,Expense,Cash,
2023-01-21,2023-01,2023,Q1,Shopping,Online Shopping,34.92,Expense,Credit Card,
2024-01-03,2024-01,2024,Q1,Food,Grocery Store,73.97,Expense,Cash,
2024-04-09,2024-04,2024,Q2,Food,Supermarket,218.64,Expense,Digital Wallet,
2023-04-08,2023-04,2023,Q2,Utilities,Gas Bill,54.83,Expense,Cash,
2024-05-19,2024-05,2024,Q2,Housing,Monthly Rent,2392.52,Expense,Credit Card,
2023-01-27,2023-01,2023,Q1,Food,Restaurant,87.21,Expense,Bank Transfer,
2023-09-26,2023-09,2023,Q3,Food,Food Delivery,101.17,Expense,Digital Wallet,
2023-02-07,2023-02,2023,Q1,Healthcare,Pharmacy,793.21,Expense,Debit Card,
2024-04-28,2024-04,2024,Q2,Housing,Monthly Rent,2279.83,Expense,Digital Wallet,
2024-03-15,2024-03,2024,Q1,Shopping,Clothing Store,419.67,Expense,Credit Card,
2024-01-26,2024-01,2024,Q1,Shopping,Electronics,238.64,Expense,Debit Card,
2023-03-28,2023-03,2023,Q1,Travel,Tour Package,135.79,Expense,Debit Card,
2023-03-05,2023-03,2023,Q1,Healthcare,Pharmacy,496.95,Expense,Digital Wallet,
2024-05-07,2024-05,2024,Q2,Entertainment,Spotify,41.7,Expense,Debit Card,
2023-02-10,2023-02,2023,Q1,Food,Coffee Shop,270.2,Expense,Debit Card,
2024-08-15,2024-08,2024,Q3,Shopping,Amazon,166.66,Expense,Debit Card,
2023-02-23,2023-02,2023,Q1,Housing,Property Tax,1829.02,Expense,Cash,
2024-07-25,2024-07,2024,Q3,Food,Restaurant,55.15,Expense,Cash,
2023-09-23,2023-09,2023,Q3,Shopping,Clothing Store,202.01,Expense,Digital Wallet,
2024-01-17,2024-01,2024,Q1,Housing,Monthly Rent,2207.61,Expense,Cash,
2023-08-20,2023-08,2023,Q3,Housing,Property Tax,1643.64,Expense,Credit Card,
2023-03-20,2023-03,2023,Q1,Other,Miscellaneous,278.65,Expense,Digital Wallet,
2023-04-28,2023-04,2023,Q2,Shopping,Home Goods,428.6,Expense,Credit Card,
2023-05-28,2023-05,2023,Q2,Housing,Mortgage Payment,698.67,Expense,Cash,
2023-08-04,2023-08,2023,Q3,Transport,Public Transit,395.83,Expense,Bank Transfer,
2024-01-22,2024-01,2024,Q1,Other,Subscription,194.33,Expense,Credit Card,
2023-06-11,2023-06,2023,Q2,Entertainment,Netflix,75.15,Expense,Cash,
2023-02-21,2023-02,2023,Q1,Housing,Home Insurance,1399.19,Expense,Bank Transfer,
2024-02-26,2024-02,2024,Q1,Transport,Gas Station,81.81,Expense,Credit Card,
2023-12-27,2023-12,2023,Q4,Shopping,,385.76,Expense,Bank Transfer,
2024-03-24,2024-03,2024,Q1,Other,Miscellaneous,144.65,Expense,Debit Card,
2024-03-05,2024-03,2024,Q1,Entertainment,Spotify,14.39,Expense,Bank Transfer,
2024-04-24,2024-04,2024,Q2,Healthcare,Health Insurance,524.84,Expense,Credit Card,
2023-02-21,2023-02,2023,Q1,Housing,Monthly Rent,557.99,Expense,Bank Transfer,
2023-07-29,2023-07,2023,Q3,Housing,Mortgage Payment,847.35,Expense,Digital Wallet,
2023-02-08,2023-02,2023,Q1,Transport,Uber/Grab,247.94,Expense,Cash,
2024-10-23,2024-10,2024,Q4,Travel,Airbnb,439.13,Expense,Bank Transfer,
2024-03-24,2024-03,2024,Q1,Entertainment,Gym Membership,38.25,Expense,Cash,
2024-11-01,2024-11,2024,Q4,Food,Coffee Shop,280.15,Expense,Cash,
2023-05-24,2023-05,2023,Q2,Housing,Property Tax,1838.51,Expense,Cash,
2024-12-28,2024-12,2024,Q4,Food,Coffee Shop,97.48,Expense,Digital Wallet,
2024-09-15,2024-08,2024,Q3,Income,Freelance Payment,1176.87,Income,Bank Transfer,
2024-08-20,2024-08,2024,Q3,Healthcare,Doctor Visit,473.33,Expense,Debit Card,
2024-01-10,2024-01,2024,Q1,Education,Training,459.38,Expense,Cash,
2023-12-25,2023-12,2023,Q4,Healthcare,Pharmacy,604.24,Expense,Credit Card,
2023-07-04,2023-07,2023,Q3,Entertainment,Gym Membership,20.39,Expense,Cash,
2023-04-24,2023-04,2023,Q2,Housing,Maintenance,1909.39,Expense,Cash,
2024-09-05,2024-09,2024,Q3,Healthcare,Doctor Visit,260.57,Expense,Credit Card,
2023-05-08,2023-05,2023,Q2,Shopping,Electronics,70.53,Expense,Credit Card,
2023-05-26,2023-05,2023,Q2,Travel,Flight Ticket,1742.33,Expense,Credit Card,
2024-04-20,2024-04,2024,Q2,Travel,Tour Package,451.94,Expense,Digital Wallet,
2023-02-26,2023-02,2023,Q1,Education,Tuition,247.26,Expense,Credit Card,
2024-10-02,2024-10,2024,Q4,Education,Books,259.56,Expense,Digital Wallet,
2023-11-29,2023-11,2023,Q4,Food,Grocery Store,93.34,Expense,Cash,
2023-04-29,2023-04,2023,Q2,Income,Freelance Payment,731.43,Income,Bank Transfer,
2024-08-04,2024-08,2024,Q3,Utilities,Electricity Bill,111.01,Expense,Bank Transfer,
2024-06-15,2024-06,2024,Q2,Food,Supermarket,286.95,Expense,Digital Wallet,
2023-02-08,2023-02,2023,Q1,Food,Grocery Store,122.81,Expense,Cash,
2023-02-19,2023-02,2023,Q1,Utilities,Electricity Bill,198.25,Expense,Credit Card,
2024-08-17,2024-08,2024,Q3,Food,Food Delivery,24.87,Expense,Cash,
2023-01-17,2023-01,2023,Q1,Income,Freelance Payment,436.58,Income,Bank Transfer,
2024-02-02,2024-02,2024,Q1,Food,Food Delivery,14.39,Expense,Digital Wallet,
2024-12-05,2024-12,2024,Q4,Food,Grocery Store,196.18,Expense,Cash,
2023-08-04,2023-08,2023,Q3,Food,Food Delivery,200.37,Expense,Digital Wallet,
2023-08-04,2023-08,2023,Q3,Transport,Public Transit,278.29,Expense,Debit Card,
2024-01-15,2024-01,2024,Q1,Food,Supermarket,163.58,Expense,Bank Transfer,
2023-12-17,2023-12,2023,Q4,Food,Food Delivery,266.95,Expense,Cash,
2024-07-01,2024-07,2024,Q3,Healthcare,Doctor Visit,270.1,Expense,Debit Card,
2024-07-16,2024-07,2024,Q3,Housing,Home Insurance,1907.24,Expense,Digital Wallet,
2024-10-06,2024-10,2024,Q4,Food,Restaurant,215.98,Expense,Debit Card,
2024-05-27,2024-05,2024,Q2,Utilities,Electricity Bill,83.75,Expense,Credit Card,
2023-02-09,2023-02,2023,Q1,Food,Food Delivery,211.88,Expense,Debit Card,
2023-02-12,2023-02,2023,Q1,Other,Miscellaneous,480.87,Expense,Bank Transfer,
2024-09-12,2024-09,2024,Q3,Transport,Parking,135.56,Expense,Credit Card,
2023-02-11,2023-02,2023,Q1,Other,ATM Withdrawal,337.78,Expense,Bank Transfer,
2023-08-08,2023-08,2023,Q3,Housing,Mortgage Payment,1866.43,Expense,Cash,
2024-04-12,2024-04,2024,Q2,Utilities,Electricity Bill,113.89,Expense,Cash,
2023-11-30,2023-11,2023,Q4,Housing,Property Tax,1827.1,Expense,Bank Transfer,
2024-12-08,2024-12,2024,Q4,Housing,Mortgage Payment,1127.38,Expense,Bank Transfer,
2024-10-06,2024-10,2024,Q4,Entertainment,Gym Membership,118.79,Expense,Bank Transfer,
2023-07-30,2023-07,2023,Q3,Travel,Tour Package,2130.86,Expense,Digital Wallet,
2024-01-14,2024-01,2024,Q1,Travel,Hotel,2243.0,Expense,Cash,
2023-11-14,2023-11,2023,Q4,Food,Coffee Shop,147.62,Expense,Debit Card,
2024-03-17,2024-03,2024,Q1,Housing,Property Tax,916.48,Expense,Digital Wallet,
2024-06-19,2024-06,2024,Q2,Food,Grocery Store,194.07,Expense,Credit Card,
2024-08-07,2024-08,2024,Q3,Travel,Travel Insurance,662.65,Expense,Bank Transfer,
2024-07-02,2024-07,2024,Q3,Food,Grocery Store,218.86,Expense,Debit Card,
2023-07-12,2023-07,2023,Q3,Shopping,Online Shopping,323.85,Expense,Debit Card,
2024-10-02,2024-10,2024,Q4,Travel,Tour Package,1830.95,Expense,Cash,
2024-04-18,2024-04,2024,Q2,Shopping,Clothing Store,92.71,Expense,Credit Card,
2024-08-07,2024-08,2024,Q3,Transport,Uber/Grab,99.13,Expense,Credit Card,
2023-02-23,2023-02,2023,Q1,Utilities,Gas Bill,234.77,Expense,Debit Card,
2023-10-27,2023-10,2023,Q4,Entertainment,Games,137.27,Expense,Digital Wallet,
2024-08-27,2024-08,2024,Q3,Utilities,Electricity Bill,106.8,Expense,Debit Card,
2023-12-05,2023-12,2023,Q4,Healthcare,Pharmacy,182.0,Expense,Credit Card,
2024-04-28,2024-04,2024,Q2,Education,Books,689.45,Expense,Digital Wallet,
2024-02-10,2024-02,2024,Q1,Food,Restaurant,64.89,Expense,Cash,
2024-04-17,2024-04,2024,Q2,Education,Workshop,935.75,Expense,Credit Card,
2023-02-04,2023-02,2023,Q1,Transport,Uber/Grab,487.74,Expense,Bank Transfer,
2023-05-15,2023-05,2023,Q2,Other,Miscellaneous,379.09,Expense,Bank Transfer,
2024-01-18,2024-01,2024,Q1,Travel,Travel Insurance,2826.83,Expense,Bank Transfer,
2024-05-16,2024-05,2024,Q2,Healthcare,Health Insurance,350.27,Expense,Debit Card,
2023-04-24,2023-04,2023,Q2,Other,Subscription,338.95,Expense,Cash,
2023-04-15,2023-04,2023,Q2,Housing,Monthly Rent,1266.14,Expense,Cash,
2023-03-08,2023-03,2023,Q1,Shopping,Clothing Store,48.56,Expense,Cash,
2024-11-22,2024-11,2024,Q4,Transport,Parking,231.77,Expense,Debit Card,
2023-06-27,2023-06,2023,Q2,Education,Books,807.52,Expense,Debit Card,
2024-08-22,2024-08,2024,Q3,Healthcare,Health Insurance,364.94,Expense,Bank Transfer,
2023-02-27,2023-02,2023,Q1,Food,Coffee Shop,98.74,Expense,Bank Transfer,
2024-07-06,2024-07,2024,Q3,Food,Supermarket,192.53,Expense,Cash,
2023-04-30,2023-04,2023,Q2,Shopping,Online Shopping,400.94,Expense,Bank Transfer,
2024-12-09,2024-12,2024,Q4,Travel,Tour Package,2365.14,Expense,Debit Card,
2024-08-13,2024-08,2024,Q3,Shopping,Home Goods,187.23,Expense,Credit Card,
2024-03-29,2024-03,2024,Q1,Food,Coffee Shop,159.16,Expense,Digital Wallet,
2023-01-06,2023-01,2023,Q1,Transport,Parking,429.15,Expense,Bank Transfer,
2023-08-04,2023-08,2023,Q3,Housing,Mortgage Payment,2145.42,Expense,Bank Transfer,
2024-03-26,2024-03,2024,Q1,Income,Monthly Salary,5440.991046735723,Income,Bank Transfer,
2023-12-14,2023-12,2023,Q4,Utilities,Electricity Bill,267.58,Expense,Bank Transfer,
2023-05-01,2023-05,2023,Q2,Income,Monthly Salary,5126.837379582013,Income,Bank Transfer,
2023-10-15,2023-10,2023,Q4,Food,Grocery Store,99.07,Expense,Bank Transfer,
2023-07-06,2023-07,2023,Q3,Education,Workshop,620.8,Expense,Digital Wallet,
2024-05-01,2024-05,2024,Q2,Transport,Parking,272.4,Expense,Debit Card,
2024-08-11,2024-08,2024,Q3,Food,Grocery Store,211.52,Expense,Digital Wallet,
2023-09-29,2023-09,2023,Q3,Food,Restaurant,22.72,Expense,Bank Transfer,
2024-09-26,2024-09,2024,Q3,Utilities,Phone Bill,284.76,Expense,Credit Card,
2024-03-08,2024-03,2024,Q1,Entertainment,Netflix,178.98,Expense,Credit Card,
2023-08-09,2023-08,2023,Q3,Housing,Mortgage Payment,2288.51,Expense,Bank Transfer,
2023-12-20,2023-12,2023,Q4,Other,Subscription,115.34,Expense,Bank Transfer,
2024-11-13,2024-11,2024,Q4,Healthcare,Lab Tests,311.1,Expense,Bank Transfer,
2023-03-07,2023-03,2023,Q1,Healthcare,Dental,349.16,Expense,Bank Transfer,
2023-08-31,2023-08,2023,Q3,Housing,Property Tax,979.25,Expense,Digital Wallet,
2024-06-22,2024-06,2024,Q2,Healthcare,Health Insurance,159.62,Expense,Bank Transfer,
2023-12-29,2023-12,2023,Q4,Entertainment,Netflix,102.55,Expense,Bank Transfer,
2024-11-16,2024-11,2024,Q4,Education,Training,117.31,Expense,Debit Card,
2024-02-29,2024-02,2024,Q1,Utilities,Water Bill,292.0,Expense,Digital Wallet,
2023-12-25,2023-12,2023,Q4,Other,Donation,243.65,Expense,Digital Wallet,
2023-09-22,2023-09,2023,Q3,Other,Bank Fee,76.14,Expense,Bank Transfer,
2023-03-24,2023-03,2023,Q1,Healthcare,Dental,729.57,Expense,Digital Wallet,
2024-12-10,2024-12,2024,Q4,Other,Miscellaneous,108.78,Expense,Bank Transfer,
2023-12-08,2023-12,2023,Q4,Housing,Mortgage Payment,1220.47,Expense,Cash,
2024-07-08,2024-07,2024,Q3,Shopping,Clothing Store,131.99,Expense,Debit Card,
2024-06-03,2024-06,2024,Q2,Shopping,Clothing Store,519.01,Expense,Bank Transfer,
2024-03-24,2024-03,2024,Q1,Other,Donation,248.37,Expense,Credit Card,
2024-04-01,2024-04,2024,Q2,Education,Books,6230.995453239637,Expense,Digital Wallet,
2024-01-22,2024-01,2024,Q1,Other,Subscription,194.33,Expense,Credit Card,
2023-01-05,2023-01,2023,Q1,Other,Bank Fee,230.11,Expense,Debit Card,
2024-03-18,2024-03,2024,Q1,Healthcare,Dental,82.74,Expense,Digital Wallet,
2023-11-27,2023-11,2023,Q4,Housing,Maintenance,1525.0,Expense,Debit Card,
2024-10-26,2024-10,2024,Q4,Utilities,Phone Bill,206.05,Expense,Debit Card,
2023-06-18,2023-06,2023,Q2,Healthcare,Health Insurance,694.43,Expense,Credit Card,
2024-01-20,2024-01,2024,Q1,Housing,Property Tax,1764.8,Expense,Credit Card,
2023-12-26,2023-12,2023,Q4,Housing,Monthly Rent,1190.29,Expense,Debit Card,
2023-06-10,2023-05,2023,Q2,Income,Freelance Payment,311.42,Income,Bank Transfer,
2024-10-07,2024-10,2024,Q4,Healthcare,Doctor Visit,139.44,Expense,Cash,
2024-07-17,2024-07,2024,Q3,Shopping,Electronics,342.26,Expense,Cash,
2024-07-01,2024-07,2024,Q3,Travel,Flight Ticket,359.44,Expense,Debit Card,
2023-05-02,2023-05,2023,Q2,Utilities,Internet,168.64,Expense,Credit Card,
2024-03-29,2024-03,2024,Q1,Housing,Mortgage Payment,1987.34,Expense,Cash,
2024-07-29,2024-07,2024,Q3,Shopping,Clothing Store,417.99,Expense,Bank Transfer,
2023-06-27,2023-06,2023,Q2,Food,Supermarket,206.38,Expense,Credit Card,
2024-06-25,2024-06,2024,Q2,Housing,Home Insurance,1263.24,Expense,Digital Wallet,
2024-05-26,2024-05,2024,Q2,Food,Supermarket,117.05,Expense,Cash,
2023-03-07,2023-03,2023,Q1,Housing,Property Tax,1983.44,Expense,Bank Transfer,
2023-09-16,2023-09,2023,Q3,Utilities,Water Bill,118.02,Expense,Digital Wallet,
2024-07-13,2024-07,2024,Q3,Food,Food Delivery,239.52,Expense,Debit Card,
2023-04-22,2023-04,2023,Q2,Healthcare,Lab Tests,562.75,Expense,Digital Wallet,
2024-10-01,2024-10,2024,Q4,Food,Restaurant,58.35,Expense,Bank Transfer,
2024-12-02,2024-12,2024,Q4,Food,Coffee Shop,141.43,Expense,Bank Transfer,
2023-07-30,2023-07,2023,Q3,Travel,Hotel,555.6,Expense,Bank Transfer,
2023-09-18,2023-09,2023,Q3,Education,Workshop,755.39,Expense,Debit Card,
2023-06-09,2023-06,2023,Q2,Food,Grocery Store,78.66,Expense,Credit Card,
2023-04-17,2023-04,2023,Q2,Entertainment,Games,583.2063930458456,Expense,Cash,
2024-07-25,2024-07,2024,Q3,Shopping,Electronics,123.44,Expense,Debit Card,
